rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name
1344,Kepler-345,c,Transit,2,9.38742700,0.00002800,-0.00002800,0,0.077000,,,0,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,,,,,0,1,,,,,,,,,4504.00,100.00,-100.00,0,0,0.5900,,,0,0,0.62,0.03,-0.03,0,0,,
1345,Kepler-346,b,Transit,2,6.51112700,0.00001700,-0.00001700,0,0.071000,,,0,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,,,,,0,1,,,,,,,,,6033.00,200.00,-200.00,0,0,0.9700,,,0,0,1.02,0.48,-0.48,0,0,,
1346,Kepler-346,c,Transit,2,23.85154900,0.00009800,-0.00009800,0,0.168000,,,0,,,,,,,,,,,,,0.274,0.130,-0.130,0,,,,,,,,,0,1,,,,,,,,,6033.00,200.00,-200.00,0,0,0.9700,,,0,0,1.02,0.48,-0.48,0,0,,
1347,Kepler-347,b,Transit,2,12.79836000,0.00010600,-0.00010600,0,0.110000,,,0,,,,,,,,,,,,,0.176,0.084,-0.084,0,,,,,,,,,0,1,,,,,,,,,6088.00,200.00,-200.00,0,0,1.0400,,,0,0,1.00,0.46,-0.46,0,0,,
1348,Kepler-347,c,Transit,2,27.32087100,0.00045700,-0.00045700,0,0.183000,,,0,,,,,,,,,,,,,0.156,0.075,-0.075,0,,,,,,,,,0,1,,,,,,,,,6088.00,200.00,-200.00,0,0,1.0400,,,0,0,1.00,0.46,-0.46,0,0,,
1349,Kepler-348,b,Transit,2,7.05677000,0.00003100,-0.00003100,0,0.076000,,,0,,,,,,,,,,,,,0.136,0.026,-0.026,0,,,,,,,,,0,1,,,,,,,,,6177.00,100.00,-100.00,0,0,1.1500,,,0,0,1.36,0.25,-0.25,0,0,,
1350,Kepler-348,c,Transit,2,17.26542700,0.00017900,-0.00017900,0,0.138000,,,0,,,,,,,,,,,,,0.119,0.022,-0.022,0,,,,,,,,,0,1,,,,,,,,,6177.00,100.00,-100.00,0,0,1.1500,,,0,0,1.36,0.25,-0.25,0,0,,
1351,Kepler-349,b,Transit,2,5.92977800,0.00002000,-0.00002000,0,0.065000,,,0,,,,,,,,,,,,,0.170,0.064,-0.064,0,,,,,,,,,0,1,,,,,,,,,5956.00,200.00,-200.00,0,0,0.9700,,,0,0,0.93,0.35,-0.35,0,0,,
1352,Kepler-349,c,Transit,2,12.24762900,0.00006300,-0.00006300,0,0.105000,,,0,,,,,,,,,,,,,0.175,0.066,-0.066,0,,,,,,,,,0,1,,,,,,,,,5956.00,200.00,-200.00,0,0,0.9700,,,0,0,0.93,0.35,-0.35,0,0,,
1353,Kepler-35,b,Transit,1,131.45800000,0.07700000,-0.10500000,0,0.603470,0.001010,-0.001030,0,0.042000,0.007000,-0.004000,0,0.12700,0.02000,-0.02000,0,,,,,0.728,0.014,-0.014,0,0.41000,0.07000,-0.06900,0,90.760,0.120,-0.090,0,1,1,1645.00,43.00,-43.00,0,,,,,5606.00,150.00,-150.00,0,0,0.8877,0.0051,-0.0053,0,0,1.03,0.00,0.00,0,0,,
1354,Kepler-350,b,Transit,3,11.18956200,0.00011900,-0.00011900,0,0.104000,,,0,,,,,,,,,,,,,0.165,0.034,-0.034,0,,,,,,,,,0,1,,,,,,,,,6186.00,100.00,-100.00,0,0,1.0000,0.2000,-0.1200,0,0,1.53,0.31,-0.31,0,0,,
1355,Kepler-350,c,Transit,3,17.84900000,,,0,,,,,,,,,0.01900,0.01000,-0.01000,0,,,,,0.277,0.127,-0.054,0,,,,,,,,,1,1,,,,,,,,,6186.00,100.00,-100.00,0,0,1.0000,0.2000,-0.1200,0,0,1.53,0.31,-0.31,0,0,,
1356,Kepler-350,d,Transit,3,26.13600000,,,0,,,,,,,,,0.04700,0.01700,-0.01500,0,,,,,0.250,0.114,-0.048,0,,,,,,,,,1,1,,,,,,,,,6186.00,100.00,-100.00,0,0,1.0000,0.2000,-0.1200,0,0,1.53,0.31,-0.31,0,0,,
1357,Kepler-351,b,Transit,2,37.05491900,0.00048400,-0.00048400,0,0.214000,,,0,,,,,,,,,,,,,0.273,0.138,-0.138,0,,,,,,,,,0,1,,,,,,,,,5643.00,200.00,-200.00,0,0,0.8900,,,0,0,0.85,0.41,-0.41,0,0,,
1358,Kepler-351,c,Transit,2,57.24809000,0.00059900,-0.00059900,0,0.287000,,,0,,,,,,,,,,,,,0.285,0.138,-0.138,0,,,,,,,,,0,1,,,,,,,,,5643.00,200.00,-200.00,0,0,0.8900,,,0,0,0.85,0.41,-0.41,0,0,,
1359,Kepler-352,b,Transit,2,10.05537000,0.00019400,-0.00019400,0,0.085000,,,0,,,,,,,,,,,,,0.077,0.007,-0.007,0,,,,,,,,,0,1,,,,,,,,,5212.00,100.00,-100.00,0,0,0.7900,,,0,0,0.78,0.05,-0.05,0,0,,
1360,Kepler-352,c,Transit,2,16.33299500,0.00027200,-0.00027200,0,0.118000,,,0,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,,,,,0,1,,,,,,,,,5212.00,100.00,-100.00,0,0,0.7900,,,0,0,0.78,0.05,-0.05,0,0,,
1361,Kepler-353,b,Transit,2,5.79527800,0.00005500,-0.00005500,0,0.051000,,,0,,,,,,,,,,,,,0.079,0.005,-0.005,0,,,,,,,,,0,1,,,,,,,,,3903.00,100.00,-100.00,0,0,0.5400,,,0,0,0.50,0.02,-0.02,0,0,,
1362,Kepler-353,c,Transit,2,8.41089400,0.00003900,-0.00003900,0,0.065000,,,0,,,,,,,,,,,,,0.123,0.006,-0.006,0,,,,,,,,,0,1,,,,,,,,,3903.00,100.00,-100.00,0,0,0.5400,,,0,0,0.50,0.02,-0.02,0,0,,
1363,Kepler-354,b,Transit,3,5.47666000,0.00002400,-0.00002400,0,0.054000,,,0,,,,,,,,,,,,,0.164,0.052,-0.052,0,,,,,,,,,0,1,,,,,,,,,4648.00,200.00,-200.00,0,0,0.6500,,,0,0,0.67,0.21,-0.21,0,0,,
1364,Kepler-354,c,Transit,3,16.93440200,0.00022800,-0.00022800,0,0.115000,,,0,,,,,,,,,,,,,0.117,0.037,-0.037,0,,,,,,,,,0,1,,,,,,,,,4648.00,200.00,-200.00,0,0,0.6500,,,0,0,0.67,0.21,-0.21,0,0,,
1365,Kepler-354,d,Transit,3,24.20984200,0.00040300,-0.00040300,0,0.146000,,,0,,,,,,,,,,,,,0.111,0.036,-0.036,0,,,,,,,,,0,1,,,,,,,,,4648.00,200.00,-200.00,0,0,0.6500,,,0,0,0.67,0.21,-0.21,0,0,,
1366,Kepler-355,b,Transit,2,11.03189000,0.00033800,-0.00033800,0,0.102000,,,0,,,,,,,,,,,,,0.130,0.059,-0.059,0,,,,,,,,,0,1,,,,,,,,,6184.00,250.00,-250.00,0,0,1.0500,,,0,0,1.07,0.48,-0.48,0,0,,
1367,Kepler-355,c,Transit,2,25.76229400,0.00026700,-0.00026700,0,0.179000,,,0,,,,,,,,,,,,,0.242,0.109,-0.109,0,,,,,,,,,0,1,,,,,,,,,6184.00,250.00,-250.00,0,0,1.0500,,,0,0,1.07,0.48,-0.48,0,0,,
1368,Kepler-356,b,Transit,2,4.61269600,0.00002100,-0.00002100,0,0.057000,,,0,,,,,,,,,,,,,0.140,0.026,-0.026,0,,,,,,,,,0,1,,,,,,,,,6133.00,100.00,-100.00,0,0,0.9700,,,0,0,1.33,0.24,-0.24,0,0,,
1369,Kepler-356,c,Transit,2,13.12163200,0.00008800,-0.00008800,0,0.115000,,,0,,,,,,,,,,,,,0.161,0.029,-0.029,0,,,,,,,,,0,1,,,,,,,,,6133.00,100.00,-100.00,0,0,0.9700,,,0,0,1.33,0.24,-0.24,0,0,,
1370,Kepler-357,b,Transit,3,6.47543400,0.00003400,-0.00003400,0,0.063000,,,0,,,,,,,,,,,,,0.164,0.096,-0.096,0,,,,,,,,,0,1,,,,,,,,,5036.00,200.00,-200.00,0,0,0.7800,,,0,0,0.83,0.49,-0.49,0,0,,
1371,Kepler-357,c,Transit,3,16.85837000,0.00008100,-0.00008100,0,0.120000,,,0,,,,,,,,,,,,,0.238,0.140,-0.140,0,,,,,,,,,0,1,,,,,,,,,5036.00,200.00,-200.00,0,0,0.7800,,,0,0,0.83,0.49,-0.49,0,0,,
1372,Kepler-357,d,Transit,3,49.49987500,0.00046000,-0.00046000,0,0.246000,,,0,,,,,,,,,,,,,0.306,0.182,-0.182,0,,,,,,,,,0,1,,,,,,,,,5036.00,200.00,-200.00,0,0,0.7800,,,0,0,0.83,0.49,-0.49,0,0,,
1373,Kepler-358,b,Transit,2,34.06046700,0.00019400,-0.00019400,0,0.210000,,,0,,,,,,,,,,,,,0.243,0.121,-0.121,0,,,,,,,,,0,1,,,,,,,,,5908.00,200.00,-200.00,0,0,0.9500,,,0,0,0.95,0.48,-0.48,0,0,,
1374,Kepler-358,c,Transit,2,83.48836900,0.00083000,-0.00083000,0,0.381000,,,0,,,,,,,,,,,,,0.254,0.128,-0.128,0,,,,,,,,,0,1,,,,,,,,,5908.00,200.00,-200.00,0,0,0.9500,,,0,0,0.95,0.48,-0.48,0,0,,
1375,Kepler-359,b,Transit,3,25.56322200,0.00020200,-0.00020200,0,0.178000,,,0,,,,,,,,,,,,,0.315,0.146,-0.146,0,,,,,,,,,0,1,,,,,,,,,6248.00,250.00,-250.00,0,0,1.0700,,,0,0,1.09,0.50,-0.50,0,0,,
1376,Kepler-359,c,Transit,3,57.68802000,0.00054500,-0.00054500,0,0.307000,,,0,,,,,,,,,,,,,0.384,0.178,-0.178,0,,,,,,,,,0,1,,,,,,,,,6248.00,250.00,-250.00,0,0,1.0700,,,0,0,1.09,0.50,-0.50,0,0,,
1377,Kepler-359,d,Transit,3,77.09569100,0.00145300,-0.00145300,0,0.372000,,,0,,,,,,,,,,,,,0.358,0.170,-0.170,0,,,,,,,,,0,1,,,,,,,,,6248.00,250.00,-250.00,0,0,1.0700,,,0,0,1.09,0.50,-0.50,0,0,,
1378,Kepler-36,b,Transit,2,13.83989000,0.00082000,-0.00060000,0,0.115300,0.001500,-0.001500,0,0.039000,,,1,0.01400,0.00100,-0.00100,0,,,,,0.133,0.003,-0.003,0,7.46000,0.74000,-0.59000,0,90.010,0.690,-0.710,0,1,1,470.00,,,0,,,,,5911.00,66.00,-66.00,0,0,1.0710,0.0430,-0.0430,0,0,1.63,0.02,-0.02,0,0,,
1379,Kepler-36,c,Transit,2,16.23855000,0.00038000,-0.00054000,0,0.128300,0.001600,-0.001600,0,0.033000,,,1,0.02500,0.00200,-0.00100,0,,,,,0.328,0.005,-0.005,0,0.89000,0.07000,-0.05000,0,89.980,0.540,-0.530,0,1,1,470.00,,,0,,,,,5911.00,66.00,-66.00,0,0,1.0710,0.0430,-0.0430,0,0,1.63,0.02,-0.02,0,0,,
1380,Kepler-360,b,Transit,2,3.28967200,0.00001200,-0.00001200,0,0.044000,,,0,,,,,,,,,,,,,0.147,0.070,-0.070,0,,,,,,,,,0,1,,,,,,,,,6053.00,200.00,-200.00,0,0,0.9500,,,0,0,1.06,0.50,-0.50,0,0,,
1381,Kepler-360,c,Transit,2,7.18643400,0.00002900,-0.00002900,0,0.075000,,,0,,,,,,,,,,,,,0.187,0.089,-0.089,0,,,,,,,,,0,1,,,,,,,,,6053.00,200.00,-200.00,0,0,0.9500,,,0,0,1.06,0.50,-0.50,0,0,,
1382,Kepler-361,b,Transit,2,8.48661600,0.00008400,-0.00008400,0,0.086000,,,0,,,,,,,,,,,,,0.129,0.025,-0.025,0,,,,,,,,,0,1,,,,,,,,,6169.00,100.00,-100.00,0,0,1.0700,,,0,0,1.34,0.26,-0.26,0,0,,
1383,Kepler-361,c,Transit,2,55.18802300,0.00065500,-0.00065500,0,0.300000,,,0,,,,,,,,,,,,,0.225,0.043,-0.043,0,,,,,,,,,0,1,,,,,,,,,6169.00,100.00,-100.00,0,0,1.0700,,,0,0,1.34,0.26,-0.26,0,0,,
1384,Kepler-362,b,Transit,2,10.32718600,0.00010100,-0.00010100,0,0.087000,,,0,,,,,,,,,,,,,0.079,0.034,-0.034,0,,,,,,,,,0,1,,,,,,,,,5788.00,200.00,-200.00,0,0,0.7700,,,0,0,0.72,0.30,-0.30,0,0,,
1385,Kepler-362,c,Transit,2,37.86628100,0.00029800,-0.00029800,0,0.207000,,,0,,,,,,,,,,,,,0.129,0.054,-0.054,0,,,,,,,,,0,1,,,,,,,,,5788.00,200.00,-200.00,0,0,0.7700,,,0,0,0.72,0.30,-0.30,0,0,,
1386,Kepler-363,b,Transit,3,3.61456800,0.00005300,-0.00005300,0,0.048000,,,0,,,,,,,,,,,,,0.103,0.017,-0.017,0,,,,,,,,,0,1,,,,,,,,,5593.00,100.00,-100.00,0,0,1.2300,,,0,0,1.49,0.23,-0.23,0,0,,
1387,Kepler-363,c,Transit,3,7.54242700,0.00005800,-0.00005800,0,0.079000,,,0,,,,,,,,,,,,,0.151,0.024,-0.024,0,,,,,,,,,0,1,,,,,,,,,5593.00,100.00,-100.00,0,0,1.2300,,,0,0,1.49,0.23,-0.23,0,0,,
1388,Kepler-363,d,Transit,3,11.93212500,0.00009300,-0.00009300,0,0.107000,,,0,,,,,,,,,,,,,0.183,0.036,-0.036,0,,,,,,,,,0,1,,,,,,,,,5593.00,100.00,-100.00,0,0,1.2300,,,0,0,1.49,0.23,-0.23,0,0,,
1389,Kepler-364,b,Transit,2,25.74571800,0.00054800,-0.00054800,0,0.178000,,,0,,,,,,,,,,,,,0.138,0.033,-0.033,0,,,,,,,,,0,1,,,,,,,,,6108.00,125.00,-125.00,0,0,1.2000,,,0,0,1.28,0.25,-0.25,0,0,,
1390,Kepler-364,c,Transit,2,59.98062700,0.00087900,-0.00087900,0,0.312000,,,0,,,,,,,,,,,,,0.192,0.037,-0.037,0,,,,,,,,,0,1,,,,,,,,,6108.00,125.00,-125.00,0,0,1.2000,,,0,0,1.28,0.25,-0.25,0,0,,
1391,Kepler-365,b,Transit,2,10.66490300,0.00006900,-0.00006900,0,0.098000,,,0,,,,,,,,,,,,,0.182,0.087,-0.087,0,,,,,,,,,0,1,,,,,,,,,6012.00,200.00,-200.00,0,0,0.9900,,,0,0,1.05,0.49,-0.49,0,0,,
1392,Kepler-365,c,Transit,2,17.78412900,0.00021500,-0.00021500,0,0.137000,,,0,,,,,,,,,,,,,0.146,0.069,-0.069,0,,,,,,,,,0,1,,,,,,,,,6012.00,200.00,-200.00,0,0,0.9900,,,0,0,1.05,0.49,-0.49,0,0,,
1393,Kepler-366,b,Transit,2,3.28195900,0.00002200,-0.00002200,0,0.045000,,,0,,,,,,,,,,,,,0.130,0.059,-0.059,0,,,,,,,,,0,1,,,,,,,,,6209.00,200.00,-200.00,0,0,1.0500,,,0,0,1.05,0.47,-0.47,0,0,,
1394,Kepler-366,c,Transit,2,12.51616000,0.00009500,-0.00009500,0,0.110000,,,0,,,,,,,,,,,,,0.160,0.072,-0.072,0,,,,,,,,,0,1,,,,,,,,,6209.00,200.00,-200.00,0,0,1.0500,,,0,0,1.05,0.47,-0.47,0,0,,
1395,Kepler-367,b,Transit,2,37.81572400,0.00027900,-0.00027900,0,0.201000,,,0,,,,,,,,,,,,,0.116,0.014,-0.014,0,,,,,,,,,0,1,,,,,,,,,4710.00,100.00,-100.00,0,0,0.7500,,,0,0,0.69,0.04,-0.04,0,0,,
1396,Kepler-367,c,Transit,2,53.57863700,0.00038200,-0.00038200,0,0.253000,,,0,,,,,,,,,,,,,0.107,0.014,-0.014,0,,,,,,,,,0,1,,,,,,,,,4710.00,100.00,-100.00,0,0,0.7500,,,0,0,0.69,0.04,-0.04,0,0,,
1397,Kepler-368,b,Transit,2,26.84768000,0.00032600,-0.00032600,0,0.186000,,,0,,,,,,,,,,,,,0.291,0.081,-0.081,0,,,,,,,,,0,1,,,,,,,,,5502.00,206.00,-206.00,0,0,0.7100,,,0,0,2.02,0.56,-0.56,0,0,,
1398,Kepler-368,c,Transit,2,72.37933400,0.00137000,-0.00137000,0,0.360000,,,0,,,,,,,,,,,,,0.346,0.096,-0.096,0,,,,,,,,,0,1,,,,,,,,,5502.00,206.00,-206.00,0,0,0.7100,,,0,0,2.02,0.56,-0.56,0,0,,
1399,Kepler-369,b,Transit,2,2.73275600,0.00000900,-0.00000900,0,0.030000,,,0,,,,,,,,,,,,,0.101,0.005,-0.005,0,,,,,,,,,0,1,,,,,,,,,3591.00,100.00,-100.00,0,0,0.5400,,,0,0,0.47,0.01,-0.01,0,0,,
1400,Kepler-369,c,Transit,2,14.87157200,0.00008300,-0.00008300,0,0.094000,,,0,,,,,,,,,,,,,0.126,0.005,-0.005,0,,,,,,,,,0,1,,,,,,,,,3591.00,100.00,-100.00,0,0,0.5400,,,0,0,0.47,0.01,-0.01,0,0,,
1401,Kepler-37,b,Transit,4,13.36730800,0.00005800,-0.00008500,0,0.100300,0.000800,-0.001100,0,,,,,,,,,,,,,0.027,0.005,-0.007,0,,,,,88.630,0.300,-0.530,0,0,1,66.00,,,0,,,,,5417.00,75.00,-75.00,0,0,0.8000,0.0700,-0.0700,0,0,0.77,0.03,-0.03,0,0,,
1402,Kepler-37,c,Transit,4,21.30188600,0.00004600,-0.00004400,0,0.136800,0.001100,-0.001400,0,,,,,,,,,,,,,0.066,0.006,-0.007,0,,,,,89.070,0.190,-0.330,0,0,1,66.00,,,0,,,,,5417.00,75.00,-75.00,0,0,0.8000,0.0700,-0.0700,0,0,0.77,0.03,-0.03,0,0,,
1403,Kepler-37,d,Transit,4,39.79218700,0.00004000,-0.00004300,0,0.207600,0.001600,-0.002200,0,,,,,,,,,,,,,0.178,0.010,-0.012,0,,,,,89.335,0.043,-0.047,0,1,1,66.00,,,0,,,,,5417.00,75.00,-75.00,0,0,0.8000,0.0700,-0.0700,0,0,0.77,0.03,-0.03,0,0,,
1404,Kepler-37,e,Transit Timing Variations,4,51.19600000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,66.00,,,0,,,,,5417.00,75.00,-75.00,0,0,0.8000,0.0700,-0.0700,0,0,0.77,0.03,-0.03,0,0,,
1405,Kepler-370,b,Transit,2,4.57953000,0.00004100,-0.00004100,0,0.054000,,,0,,,,,,,,,,,,,0.142,0.070,-0.070,0,,,,,,,,,0,1,,,,,,,,,5852.00,200.00,-200.00,0,0,0.9400,,,0,0,0.90,0.42,-0.42,0,0,,
1406,Kepler-370,c,Transit,2,19.02293000,0.00017700,-0.00017700,0,0.140000,,,0,,,,,,,,,,,,,0.170,0.079,-0.079,0,,,,,,,,,0,1,,,,,,,,,5852.00,200.00,-200.00,0,0,0.9400,,,0,0,0.90,0.42,-0.42,0,0,,
1407,Kepler-371,b,Transit,2,34.76327800,0.00035100,-0.00035100,0,0.200000,,,0,,,,,,,,,,,,,0.169,0.046,-0.046,0,,,,,,,,,0,1,,,,,,,,,5666.00,146.00,-146.00,0,0,0.9400,,,0,0,0.99,0.25,-0.25,0,0,,
1408,Kepler-371,c,Transit,2,67.96801500,0.00107000,-0.00107000,0,0.313000,,,0,,,,,,,,,,,,,0.159,0.040,-0.040,0,,,,,,,,,0,1,,,,,,,,,5666.00,146.00,-146.00,0,0,0.9400,,,0,0,0.99,0.25,-0.25,0,0,,
1409,Kepler-372,b,Transit,3,6.84969200,0.00013400,-0.00013400,0,0.075000,,,0,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,,,,,0,1,,,,,,,,,6509.00,200.00,-200.00,0,0,1.1500,,,0,0,1.14,0.49,-0.49,0,0,,
1410,Kepler-372,c,Transit,3,20.05376300,0.00019000,-0.00019000,0,0.154000,,,0,,,,,,,,,,,,,0.186,0.080,-0.080,0,,,,,,,,,0,1,,,,,,,,,6509.00,200.00,-200.00,0,0,1.1500,,,0,0,1.14,0.49,-0.49,0,0,,
1411,Kepler-372,d,Transit,3,30.09256800,0.00068000,-0.00068000,0,0.201000,,,0,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,,,,,0,1,,,,,,,,,6509.00,200.00,-200.00,0,0,1.1500,,,0,0,1.14,0.49,-0.49,0,0,,
1412,Kepler-373,b,Transit,2,5.53530900,0.00002900,-0.00002900,0,0.060000,,,0,,,,,,,,,,,,,0.121,0.060,-0.060,0,,,,,,,,,0,1,,,,,,,,,5787.00,200.00,-200.00,0,0,0.8700,,,0,0,0.84,0.42,-0.42,0,0,,
1413,Kepler-373,c,Transit,2,16.72594800,0.00022700,-0.00022700,0,0.126000,,,0,,,,,,,,,,,,,0.111,0.055,-0.055,0,,,,,,,,,0,1,,,,,,,,,5787.00,200.00,-200.00,0,0,0.8700,,,0,0,0.84,0.42,-0.42,0,0,,
1414,Kepler-374,b,Transit,3,1.89780600,0.00001100,-0.00001100,0,0.029000,,,0,,,,,,,,,,,,,0.092,0.048,-0.048,0,,,,,,,,,0,1,,,,,,,,,5977.00,200.00,-200.00,0,0,0.8400,,,0,0,0.91,0.47,-0.47,0,0,,
1415,Kepler-374,c,Transit,3,3.28280700,0.00002000,-0.00002000,0,0.042000,,,0,,,,,,,,,,,,,0.098,0.051,-0.051,0,,,,,,,,,0,1,,,,,,,,,5977.00,200.00,-200.00,0,0,0.8400,,,0,0,0.91,0.47,-0.47,0,0,,
1416,Kepler-374,d,Transit,3,5.02821900,0.00004000,-0.00004000,0,0.056000,,,0,,,,,,,,,,,,,0.117,0.062,-0.062,0,,,,,,,,,0,1,,,,,,,,,5977.00,200.00,-200.00,0,0,0.8400,,,0,0,0.91,0.47,-0.47,0,0,,
1417,Kepler-375,b,Transit,2,12.12593400,0.00020400,-0.00020400,0,0.101000,,,0,,,,,,,,,,,,,0.129,0.045,-0.045,0,,,,,,,,,0,1,,,,,,,,,5826.00,200.00,-200.00,0,0,0.8900,,,0,0,0.84,0.29,-0.29,0,0,,
1418,Kepler-375,c,Transit,2,19.98632600,0.00018400,-0.00018400,0,0.141000,,,0,,,,,,,,,,,,,0.236,0.086,-0.086,0,,,,,,,,,0,1,,,,,,,,,5826.00,200.00,-200.00,0,0,0.8900,,,0,0,0.84,0.29,-0.29,0,0,,
1419,Kepler-376,b,Transit,2,4.92019900,0.00007300,-0.00007300,0,0.057000,,,0,,,,,,,,,,,,,0.095,0.020,-0.020,0,,,,,,,,,0,1,,,,,,,,,5900.00,100.00,-100.00,0,0,1.0500,,,0,0,1.18,0.23,-0.23,0,0,,
1420,Kepler-376,c,Transit,2,14.17232700,0.00010800,-0.00010800,0,0.115000,,,0,,,,,,,,,,,,,0.160,0.032,-0.032,0,,,,,,,,,0,1,,,,,,,,,5900.00,100.00,-100.00,0,0,1.0500,,,0,0,1.18,0.23,-0.23,0,0,,
1421,Kepler-377,b,Transit,2,12.50952900,0.00025700,-0.00025700,0,0.109000,,,0,,,,,,,,,,,,,0.124,0.024,-0.024,0,,,,,,,,,0,1,,,,,,,,,5949.00,128.00,-128.00,0,0,0.8800,,,0,0,1.22,0.23,-0.23,0,0,,
1422,Kepler-377,c,Transit,2,27.01497600,0.00034700,-0.00034700,0,0.182000,,,0,,,,,,,,,,,,,0.184,0.035,-0.035,0,,,,,,,,,0,1,,,,,,,,,5949.00,128.00,-128.00,0,0,0.8800,,,0,0,1.22,0.23,-0.23,0,0,,
1423,Kepler-378,b,Transit,2,16.09236100,0.00007300,-0.00007300,0,0.112000,,,0,,,,,,,,,,,,,0.067,0.013,-0.013,0,,,,,,,,,0,1,,,,,,,,,4661.00,100.00,-100.00,0,0,0.9600,,,0,0,0.67,0.04,-0.04,0,0,,
1424,Kepler-378,c,Transit,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,,,,,0,1,,,,,,,,,4661.00,100.00,-100.00,0,0,0.9600,,,0,0,0.67,0.04,-0.04,0,0,,
1425,Kepler-379,b,Transit,2,20.09838000,0.00018000,-0.00018000,0,0.152000,,,0,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,,,,,0,1,,,,,,,,,6054.00,100.00,-100.00,0,0,1.0800,,,0,0,1.31,0.24,-0.24,0,0,,
1426,Kepler-379,c,Transit,2,62.78469700,0.00066100,-0.00066100,0,0.326000,,,0,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,,,,,0,1,,,,,,,,,6054.00,100.00,-100.00,0,0,1.0800,,,0,0,1.31,0.24,-0.24,0,0,,
1427,Kepler-38,b,Transit,1,105.59900000,0.03800000,-0.05300000,0,0.463200,0.008200,-0.009200,0,0.032000,,,1,0.38400,,,1,,,,,0.384,0.010,-0.010,0,,,,,89.442,0.030,-0.026,0,0,1,600.00,,,0,,,,,5623.00,50.00,-50.00,0,0,0.9410,0.0550,-0.0590,0,0,1.75,0.03,-0.03,0,0,,
1428,Kepler-380,b,Transit,2,3.93082100,0.00003800,-0.00003800,0,0.050000,,,0,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,,,,,0,1,,,,,,,,,6045.00,147.00,-147.00,0,0,1.0500,,,0,0,1.22,0.24,-0.24,0,0,,
1429,Kepler-380,c,Transit,2,7.63000400,0.00007300,-0.00007300,0,0.078000,,,0,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,,,,,0,1,,,,,,,,,6045.00,147.00,-147.00,0,0,1.0500,,,0,0,1.22,0.24,-0.24,0,0,,
1430,Kepler-381,b,Transit,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,,,,,0,1,,,,,,,,,6152.00,100.00,-100.00,0,0,1.3400,,,0,0,1.57,0.35,-0.35,0,0,,
1431,Kepler-381,c,Transit,2,13.39163500,0.00012900,-0.00012900,0,0.117000,,,0,,,,,,,,,,,,,0.100,0.022,-0.022,0,,,,,,,,,0,1,,,,,,,,,6152.00,100.00,-100.00,0,0,1.3400,,,0,0,1.57,0.35,-0.35,0,0,,
1432,Kepler-382,b,Transit,2,5.26215500,0.00004700,-0.00004700,0,0.055000,,,0,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,,,,,0,1,,,,,,,,,5600.00,200.00,-200.00,0,0,0.8000,,,0,0,0.94,0.45,-0.45,0,0,,
1433,Kepler-382,c,Transit,2,12.16270100,0.00010900,-0.00010900,0,0.097000,,,0,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,,,,,0,1,,,,,,,,,5600.00,200.00,-200.00,0,0,0.8000,,,0,0,0.94,0.45,-0.45,0,0,,
1434,Kepler-383,b,Transit,2,12.90453200,0.00012100,-0.00012100,0,0.095000,,,0,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,,,,,0,1,,,,,,,,,4710.00,200.00,-200.00,0,0,0.6700,,,0,0,0.67,0.27,-0.27,0,0,,
